key,next_key,model,active_pixel_ratio,active_mean,active_p50,active_p95,inactive_mean,inactive_p50,inactive_p95
GOPR0372_07_00/000047,GOPR0372_07_00/000048,spynet,0.4628515625,11.76498766677675,11.538623809814453,14.626748085021973,10.466513418745013,10.688285827636719,12.02491455078125
GOPR0372_07_00/000047,GOPR0372_07_00/000048,scflow,0.4628515625,7.320401233299219,7.900322914123535,11.80171012878418,8.646006254141659,9.348722457885742,11.942518997192382
GOPR0372_07_00/000048,GOPR0372_07_00/000049,spynet,0.46042100694444443,15.781139737822695,15.575037002563477,19.34920883178711,14.543922848721,14.585488319396973,17.295146179199218
GOPR0372_07_00/000048,GOPR0372_07_00/000049,scflow,0.46042100694444443,4.588815884726734,4.275152683258057,9.900345802307129,5.387042172125681,4.887963771820068,11.055684852600097
GOPR0372_07_00/000049,GOPR0372_07_00/000050,spynet,0.469921875,13.829189497864983,13.468748569488525,18.10577220916748,12.290037224847696,12.497739791870117,15.247064685821533
GOPR0372_07_00/000049,GOPR0372_07_00/000050,scflow,0.469921875,7.1910260051657255,7.2031824588775635,11.723553466796874,8.581916823861913,9.09144115447998,12.115872621536253
GOPR0372_07_00/000050,GOPR0372_07_00/000051,spynet,0.47466145833333334,3.5060153179916966,3.4280589818954468,6.347516751289367,4.050562145786434,4.224024057388306,6.295636057853698
GOPR0372_07_00/000050,GOPR0372_07_00/000051,scflow,0.47466145833333334,3.371816784317991,3.4038779735565186,5.796700263023376,5.10743900974625,5.358443260192871,7.314857292175293
GOPR0372_07_00/000051,GOPR0372_07_00/000052,spynet,0.4587326388888889,6.3232527367055305,6.4505085945129395,8.219897079467774,6.775392147780951,7.109177112579346,8.59293270111084
GOPR0372_07_00/000051,GOPR0372_07_00/000052,scflow,0.4587326388888889,6.42929084508984,7.12628698348999,8.603724384307862,7.751717947344357,7.958725929260254,9.246937322616578
GOPR0372_07_00/000052,GOPR0372_07_00/000053,spynet,0.43516927083333334,7.54545835163968,7.4304375648498535,10.047577667236327,6.722320561727088,7.144488334655762,7.927345085144043
GOPR0372_07_00/000052,GOPR0372_07_00/000053,scflow,0.43516927083333334,6.487045931629493,7.316628932952881,8.348964023590087,6.991925804296811,7.316494464874268,7.838179874420166
GOPR0372_07_00/000053,GOPR0372_07_00/000054,spynet,0.41790798611111113,7.981336492303871,8.104022979736328,9.628368139266968,8.105314541856798,8.308419227600098,9.89326057434082
GOPR0372_07_00/000053,GOPR0372_07_00/000054,scflow,0.41790798611111113,8.060178256370307,9.314669132232666,10.02588677406311,8.678298690228859,9.230875015258789,10.02662992477417
GOPR0372_07_00/000054,GOPR0372_07_00/000055,spynet,0.3932161458333333,6.378800847982296,6.411552906036377,8.149166679382324,6.9101086109032135,7.084091663360596,8.853279304504394
GOPR0372_07_00/000054,GOPR0372_07_00/000055,scflow,0.3932161458333333,6.189750390082625,6.785667419433594,7.606579399108886,6.593321555715308,6.897913932800293,7.789921474456786
GOPR0372_07_00/000055,GOPR0372_07_00/000056,spynet,0.37961805555555556,6.069398170559412,6.084580421447754,8.434885740280151,5.574503580238286,5.764562129974365,7.456275105476379
GOPR0372_07_00/000055,GOPR0372_07_00/000056,scflow,0.37961805555555556,5.913162213695155,6.729129314422607,7.902739095687866,6.387404700635983,7.1068456172943115,8.345162868499756
GOPR0372_07_00/000056,GOPR0372_07_00/000057,spynet,0.37940104166666666,6.270467568047844,5.970065593719482,9.776391696929931,5.098411234945637,5.199650049209595,7.210484504699707
GOPR0372_07_00/000056,GOPR0372_07_00/000057,scflow,0.37940104166666666,4.384785237320117,4.913132667541504,5.751514744758605,4.84532807251302,5.041238784790039,6.207964062690735
GOPR0372_07_00/000057,GOPR0372_07_00/000058,spynet,0.37300347222222224,6.031881265825301,6.267682075500488,7.987525892257691,7.199710105227521,7.267414808273315,9.475740766525268
GOPR0372_07_00/000057,GOPR0372_07_00/000058,scflow,0.37300347222222224,6.8966462936391935,7.724920272827148,8.367935800552369,7.160347697008817,7.820431470870972,8.596962356567381
GOPR0372_07_00/000058,GOPR0372_07_00/000059,spynet,0.35836805555555556,5.6864633332472705,6.05241584777832,7.469280743598937,6.526805374294986,6.540734052658081,8.798015451431267
GOPR0372_07_00/000058,GOPR0372_07_00/000059,scflow,0.35836805555555556,5.964828925988518,6.595128297805786,7.103853034973144,5.976635458055301,6.460507154464722,7.259650897979736
GOPR0372_07_00/000059,GOPR0372_07_00/000060,spynet,0.347421875,4.684356189294903,4.649546384811401,6.643844246864319,4.740098070790085,4.601343870162964,7.743651056289673
GOPR0372_07_00/000059,GOPR0372_07_00/000060,scflow,0.347421875,4.630472014826323,5.239326000213623,5.708293557167053,4.59743274422005,4.99789571762085,5.722258138656616
GOPR0372_07_00/000060,GOPR0372_07_00/000061,spynet,0.34479166666666666,6.603358753576259,6.1871702671051025,11.113899326324464,5.9124438518169296,5.88583779335022,9.685490465164177
GOPR0372_07_00/000060,GOPR0372_07_00/000061,scflow,0.34479166666666666,5.10627340696028,6.010184288024902,6.5909747838973995,5.023130069769698,5.56479024887085,6.648220586776733
GOPR0372_07_00/000061,GOPR0372_07_00/000062,spynet,0.34543836805555556,4.401852312706213,4.378244876861572,6.830047225952138,5.008615926474042,4.6843109130859375,8.566335201263428
GOPR0372_07_00/000061,GOPR0372_07_00/000062,scflow,0.34543836805555556,5.4467978234379535,5.995205879211426,7.247544479370117,5.576051927732482,5.722717761993408,7.7820892333984375
GOPR0372_07_00/000062,GOPR0372_07_00/000063,spynet,0.3381857638888889,8.333171270719825,8.61344861984253,11.52295217514038,11.053074166114058,10.092378616333008,20.047238540649406
GOPR0372_07_00/000062,GOPR0372_07_00/000063,scflow,0.3381857638888889,7.592314498950413,8.679698467254639,10.538431119918823,7.017308442356538,7.88407039642334,10.577969455718994
GOPR0372_07_00/000063,GOPR0372_07_00/000064,spynet,0.3372395833333333,6.206268227544339,6.088119745254517,9.066525602340699,7.335026949761287,7.070198059082031,11.643521165847778
GOPR0372_07_00/000063,GOPR0372_07_00/000064,scflow,0.3372395833333333,5.429868202536262,6.277828216552734,7.112962079048157,5.978582785280608,6.450643301010132,8.022508144378662
GOPR0372_07_00/000064,GOPR0372_07_00/000065,spynet,0.34702256944444443,10.528143492838058,10.2734375,15.127013731002807,9.851532273831957,9.572627544403076,14.55697512626648
GOPR0372_07_00/000064,GOPR0372_07_00/000065,scflow,0.34702256944444443,8.637197096490734,9.376290798187256,11.421075868606566,7.513754496673306,8.070339679718018,10.95330023765564
GOPR0372_07_00/000065,GOPR0372_07_00/000066,spynet,0.3744618055555556,14.571593323963851,14.682801246643066,17.620059490203857,13.256761267103425,13.254354000091553,18.26587028503418
GOPR0372_07_00/000065,GOPR0372_07_00/000066,scflow,0.3744618055555556,7.417254687913027,7.4319539070129395,11.4623703956604,6.708260880667066,7.0662031173706055,11.256974840164185
GOPR0372_07_00/000066,GOPR0372_07_00/000067,spynet,0.39676649305555556,14.0311040260022,14.061189651489258,16.158139801025392,13.86304313442615,14.178308486938477,17.57461051940918
GOPR0372_07_00/000066,GOPR0372_07_00/000067,scflow,0.39676649305555556,8.668860707040858,9.092045783996582,12.468666553497314,7.688832994262194,8.430974960327148,11.992770385742187
GOPR0372_07_00/000067,GOPR0372_07_00/000068,spynet,0.41444878472222224,9.821743784813805,9.53481388092041,12.748189926147461,8.609599819356708,8.868484497070312,10.175215244293213
GOPR0372_07_00/000067,GOPR0372_07_00/000068,scflow,0.41444878472222224,8.236473679857765,8.827110290527344,9.361333274841309,7.741282357534396,8.442312240600586,9.179512977600098
GOPR0372_07_00/000068,GOPR0372_07_00/000069,spynet,0.4383680555555556,2.3715591228312562,1.9060543775558472,5.972656583786003,1.5096375349157118,1.2892287373542786,3.4140381217002864
GOPR0372_07_00/000068,GOPR0372_07_00/000069,scflow,0.4383680555555556,1.886917647070408,1.79442298412323,3.6441759347915634,1.8227193495063436,1.475372314453125,4.353683400154112
GOPR0372_07_00/000069,GOPR0372_07_00/000070,spynet,0.438359375,15.819194614752682,16.27957057952881,20.688385200500488,17.525664484943444,17.667216300964355,22.68860101699829
GOPR0372_07_00/000069,GOPR0372_07_00/000070,scflow,0.438359375,2.513733621506736,2.101111888885498,6.279263210296623,3.5366198910102944,2.9765818119049072,9.075258636474606
GOPR0372_07_00/000070,GOPR0372_07_00/000071,spynet,0.3952170138888889,10.401791189653604,10.478235244750977,13.966324853897094,12.09049741014877,12.051112651824951,17.09805097579956
GOPR0372_07_00/000070,GOPR0372_07_00/000071,scflow,0.3952170138888889,8.909848387126576,9.753726482391357,11.501481580734252,7.998976755466677,8.90025281906128,11.033099222183225
GOPR0372_07_00/000071,GOPR0372_07_00/000072,spynet,0.36542100694444446,5.203272671780241,4.989847660064697,8.383514976501463,4.274269966901194,4.39939546585083,6.018684005737304
GOPR0372_07_00/000071,GOPR0372_07_00/000072,scflow,0.36542100694444446,7.057719659451605,7.5197882652282715,8.413094329833985,6.195536074389801,6.949858665466309,8.633437919616698
GOPR0372_07_00/000072,GOPR0372_07_00/000073,spynet,0.3810503472222222,8.14517589099158,7.9856743812561035,11.908549118041991,6.765660390708822,7.0948193073272705,9.78085994720459
GOPR0372_07_00/000072,GOPR0372_07_00/000073,scflow,0.3810503472222222,5.834369388956737,6.490040063858032,7.311659717559814,4.963867300474053,5.718203067779541,7.442728400230408
GOPR0372_07_00/000073,GOPR0372_07_00/000074,spynet,0.3865277777777778,2.96470273241684,2.852310061454773,5.006020665168762,2.7682645033494744,2.95928955078125,3.8583131670951847
GOPR0372_07_00/000073,GOPR0372_07_00/000074,scflow,0.3865277777777778,2.2976438336590044,2.418624758720398,3.2411343455314636,2.4728792576796765,2.653182864189148,3.50988951921463
GOPR0372_07_00/000074,GOPR0372_07_00/000075,spynet,0.3839800347222222,4.146416924318444,3.7868874073028564,8.054489135742177,3.6212194034171494,3.619050979614258,5.154082298278809
GOPR0372_07_00/000074,GOPR0372_07_00/000075,scflow,0.3839800347222222,4.67968135089584,4.76868200302124,6.272242832183837,4.040001536539701,4.273694038391113,6.007052421569824
GOPR0372_07_00/000075,GOPR0372_07_00/000076,spynet,0.3954947916666667,8.574411664596939,8.198870182037354,13.501099967956542,6.953048365681141,7.189342498779297,8.651575183868408
GOPR0372_07_00/000075,GOPR0372_07_00/000076,scflow,0.3954947916666667,7.715844345704768,8.042890548706055,9.346287393569947,6.527765224777451,7.357604742050171,9.201335763931274
GOPR0372_07_00/000076,GOPR0372_07_00/000077,spynet,0.4109071180555556,7.997273017757424,7.702010631561279,12.189976119995116,6.252026912259234,6.5301032066345215,8.960287761688232
GOPR0372_07_00/000076,GOPR0372_07_00/000077,scflow,0.4109071180555556,5.539765759280335,6.180052280426025,7.028861713409424,4.701570056976786,5.615293979644775,7.0777302265167235
GOPR0372_07_00/000077,GOPR0372_07_00/000078,spynet,0.4143532986111111,2.800719209866805,2.7670726776123047,4.577378797531128,3.8219185589606246,4.0643110275268555,5.129338073730468
GOPR0372_07_00/000077,GOPR0372_07_00/000078,scflow,0.4143532986111111,3.091127440908157,3.2096893787384033,5.000681161880492,4.172769295237485,4.348374843597412,6.108011627197266
GOPR0372_07_00/000078,GOPR0372_07_00/000079,spynet,0.40486979166666665,2.914387037369552,2.5291683673858643,6.676431012153625,2.5600900461753233,2.491882801055908,4.6126735448837275
GOPR0372_07_00/000078,GOPR0372_07_00/000079,scflow,0.40486979166666665,3.1230248045605475,2.9911988973617554,5.81222960948944,2.5946912064436103,2.568708658218384,5.229348492622376
