key,next_key,model,active_pixel_ratio,active_mean,active_p50,active_p95,inactive_mean,inactive_p50,inactive_p95
GOPR0372_07_00/000047,GOPR0372_07_00/000048,spynet,0.7735633680555556,11.307899969373192,11.122621536254883,14.176986122131348,10.246297374437692,10.491422653198242,11.829310417175293
GOPR0372_07_00/000047,GOPR0372_07_00/000048,scflow,0.7735633680555556,7.849866762869701,8.427877426147461,11.851985740661622,8.656190079681732,9.685853004455566,11.96996784210205
GOPR0372_07_00/000048,GOPR0372_07_00/000049,spynet,0.7744314236111111,15.281801556778452,15.165614128112793,18.869966888427737,14.535961578258894,14.53548812866211,17.042582511901855
GOPR0372_07_00/000048,GOPR0372_07_00/000049,scflow,0.7744314236111111,4.8938937986999385,4.465601444244385,10.377681541442872,5.450834062380132,5.044693470001221,11.167593002319336
GOPR0372_07_00/000049,GOPR0372_07_00/000050,spynet,0.7820876736111111,13.182062585699557,13.127303123474121,17.364653015136717,12.407695932828702,12.439913749694824,14.990898513793946
GOPR0372_07_00/000049,GOPR0372_07_00/000050,scflow,0.7820876736111111,7.670062894126367,7.795082092285156,11.88576889038086,8.855144585341408,9.616469383239746,12.205324935913085
GOPR0372_07_00/000050,GOPR0372_07_00/000051,spynet,0.7789019097222222,3.6928532085959827,3.678563117980957,6.34048171043396,4.141674569531023,4.4689555168151855,6.235438346862793
GOPR0372_07_00/000050,GOPR0372_07_00/000051,scflow,0.7789019097222222,4.030576273007465,4.065521717071533,6.766351747512817,5.1749993649634725,5.515440940856934,7.61519718170166
GOPR0372_07_00/000051,GOPR0372_07_00/000052,spynet,0.7779904513888889,6.400633926301263,6.608963966369629,8.408193588256836,7.154417343898899,7.483656883239746,8.669709205627441
GOPR0372_07_00/000051,GOPR0372_07_00/000052,scflow,0.7779904513888889,6.933395464205448,7.392261505126953,8.988727569580078,7.886877015371998,8.249910354614258,9.457971572875977
GOPR0372_07_00/000052,GOPR0372_07_00/000053,spynet,0.7582248263888889,7.102668241891812,7.2850341796875,9.26616487503051,7.011081467276496,7.220705986022949,7.946681022644043
GOPR0372_07_00/000052,GOPR0372_07_00/000053,scflow,0.7582248263888889,6.67174444553261,7.307612895965576,7.961755657196044,7.087308836270037,7.345855712890625,8.039153480529786
GOPR0372_07_00/000053,GOPR0372_07_00/000054,spynet,0.7482682291666667,7.9886927898063,8.168625831604004,9.686609268188477,8.246150697583703,8.388727188110352,10.212378406524659
GOPR0372_07_00/000053,GOPR0372_07_00/000054,scflow,0.7482682291666667,8.275696018975683,9.262954711914062,10.01855754852295,8.848866441952413,9.261737823486328,10.050538825988768
GOPR0372_07_00/000054,GOPR0372_07_00/000055,spynet,0.7393359375,6.507180264610988,6.627504348754883,8.301588535308838,7.251469882613591,7.33824348449707,9.28987922668457
GOPR0372_07_00/000054,GOPR0372_07_00/000055,scflow,0.7393359375,6.333839639063709,6.813880443572998,7.598844385147094,6.720510580064827,7.008796691894531,8.116852378845214
